序號,統一編號,公司名稱,公司所在地,代表人,資本額,核准設立日期
261,42985136,貝理有限公司,嘉義縣朴子市大葛里大槺郎75之1號,陳世文,2000000,1070905
262,42985142,宥東昇實業有限公司,新竹市香山區富群街45巷6弄12號,呂宥東,500000,1070905
263,42985157,南保萬企業有限公司,嘉義縣水上鄉內溪村46-2號,林彥京,10000,1070905
264,42985163,美商金合倫股份有限公司,臺南市永康區忠義街60巷3號11樓之5,費羅倫,0,1070905
265,42985178,聯蘊有限公司,彰化縣溪湖鎮湖西里二溪路一段214號1樓,施婉玲,2000000,1070906
266,42985184,巨崧太陽能有限公司,嘉義縣民雄鄉金興村2鄰立德街26號,陳俊融,1000000,1070906
267,42985190,廣十鑫工程有限公司,新竹縣竹東鎮東寧里中豐路一段93號,鄭翰學,1000000,1070906
268,42985207,台智科人工智能有限公司,新竹縣新埔鎮文山里仰德街88號,楊宇軒,100000,1070906
269,42985213,英商興天股份有限公司,臺北市信義區信義路五段8號14樓,Merten Wulfert,27000000,1070906
270,42985229,初心科技有限公司,屏東縣內埔鄉隘寮村清涼路一段290巷18-1號一樓,林子渝,50000,1070906
271,42985234,泉城實業有限公司,新竹市東區東園里13鄰公園路146號4樓,李建鋒,3000000,1070906
272,42985240,鑫利能源有限公司,新竹縣竹北市台元一街8號7樓之7,徐嘉男,10000,1070906
273,42985255,尚蓁建設有限公司,彰化縣埔鹽鄉永樂村永新路二段236號1樓,黃玉盆,3000000,1070906
274,42985261,燁安有限公司,新竹市東區埔頂里世傑路99號17樓之2,李昀璇,100000,1070906
275,42985276,鑫旺能源有限公司,新竹縣竹北市台元一街8號7樓之7,徐嘉男,10000,1070906
276,42985282,原創建築有限公司,新竹縣竹北市福興一路56號18樓之1,徐名仟,1000000,1070906
277,42985298,放暑假國際有限公司,彰化縣彰化市三民路403巷二弄3號四樓,黄品文,800000,1070906
278,42985305,海翎科技有限公司,苗栗縣頭份市東庄里忠孝一路102巷9號1樓,林為宇,1500000,1070906
279,42985311,橙揚多媒體事業有限公司,新竹市東區金山里金山六街27號二樓,田志成,700000,1070906
280,42985327,長億食品有限公司,新竹縣新豐鄉松林村文林街57號5樓,蘇俊銘,100000,1070906
281,42985332,日商新時代數碼製圖股份有限公司,臺北市松山區民權東路三段181號8樓,吉田紳一,500000,1070906
282,42985348,美門生活實踐有限公司,彰化縣彰化市下廍里安平街83巷1號,吳威龍,800000,1070906
283,42985353,勝聲工程有限公司,屏東縣潮州鎮光華里福康街30號1樓,楊三鋒,1000000,1070906
284,42985369,德沛國際生技有限公司,屏東縣潮州鎮光華路101號,林榮得,105200,1070906
285,42985374,立庫有限公司,彰化縣溪湖鎮湖東里員鹿路湖東巷臨20-1號1樓,洪銀河,200000,1070906
286,42985380,資作科技有限公司,澎湖縣馬公市西文里中華路280號(2樓),吳良賢,1600000,1070906
287,42985396,巨臣科技股份有限公司,新竹市東區高峰里寶山路200巷11號4樓,李國賢,10000000,1070906
288,42985403,紘宇能源科技有限公司,新竹縣竹北市台元一街8號7樓之7,陳家宏,100000,1070906
289,42985419,宸豐生命禮儀有限公司,新竹市北區東大路四段224巷2號,藍文駿,100000,1070906
290,42985425,進富能源有限公司,嘉義縣朴子市永和里12鄰菜埔207號,蔡旻紋,3000000,1070906
291,42985430,南島資訊有限公司,南投縣草屯鎮青雲街40號2樓,林隆祺,100000,1070907
292,42985451,澳商時代教育培訓有限公司,臺北市士林區中山北路五段500號七樓,王品凱,500000,1070907
293,42985467,富祥人力開發有限公司,雲林縣虎尾鎮立仁里復興路165巷25號1樓,廖善美,5000000,1070907
294,42985472,奇源科技有限公司,新竹市東區光復路一段485巷6弄19號5樓,劉德華,1000000,1070907
295,42985488,衣起飛勳有限公司,基隆市中正區新豐街252號9樓,盧守仁,100000,1070907
296,42985494,美商創勝股份有限公司,臺北市大同區市民大道一段209號10樓,,0,1070907
297,42985516,美商艾希諾有限公司,桃園市龜山區民生北路一段2巷6弄3號,宋聿維,3000000,1070907
298,42985522,高幸有限公司,宜蘭縣壯圍鄉吉祥村吉祥路32號1樓,游素英,300000,1070907
299,42985537,台灣麥克森熱能科技有限公司,屏東縣屏東市斯文里中正路253巷9號3樓,鄭景光,500000,1070907
300,42985543,和展機械工程有限公司,雲林縣麥寮鄉後安村後安路222-14號2樓,林麗玲,100000,1070907
301,42985558,東鼎有限公司,基隆市七堵區工建路104巷69號,吳昱嫻,200000,1070907
302,42985564,弘邦建設有限公司,苗栗縣苗栗市建功里府前路121號8樓,陳宇航,5000000,1070907
303,42985579,杰特行銷整合有限公司,新竹市北區金竹里湳雅街219巷37號2樓,蔡雅茹,500000,1070907
304,42985585,食脈餐飲股份有限公司,嘉義市東區忠孝路516號,鍾政霖,1000000,1070907
305,42985591,浩陽電業股份有限公司,彰化縣芳苑鄉漢寶村成功路130號,杜鎧兆,500000,1070907
306,42985608,台灣慈夢麗投資有限公司,南投縣埔里鎮杷城里長春路16之7號1樓,洪維呈,30000,1070907
307,42985614,風向數據股份有限公司,新竹縣竹北市復興三路二段168號6樓之1,梁哲瑋,400000,1070907
308,42985620,新加坡商福安國際有限公司,臺中市北屯區平安里崇德路二段130號13樓,洪樹林,300000,1070907
309,42985635,凱恩斯有限公司,彰化縣和美鎮中寮里新中路222巷102號1樓,林敬凱,500000,1070907
310,42985641,樂生活企業股份有限公司,彰化縣埔心鄉太平村中山路7號,邱鈴現,3000000,1070910
311,42985656,文林印刷事業有限公司,新竹市香山區頂埔里經國路三段92巷16弄16號13樓,林翠娥,1000000,1070910
312,42985677,台灣循環科技股份有限公司,屏東縣屏東市瑞光里民勇路23號1樓,孫國昌,100000,1070910
313,42985683,宗宸菓有限公司,屏東縣九如鄉玉泉村玉泉街53號,陳宗隆,1000000,1070910
314,42985699,一品饌國際餐飲股份有限公司,苗栗縣竹南鎮頂埔里中華路78巷31號,彭麗珍,5000000,1070910
315,42985706,詠紳國際有限公司,新竹縣竹北市新港里4鄰新港三街一段188巷10號,何文富,1000000,1070910
316,42985712,鼎新通精密機械股份有限公司,嘉義縣新港鄉三間村三間厝138之23號,施明嘉,300000,1070910
317,42985728,寶誼開發企業有限公司,嘉義縣中埔鄉和睦村中華路798巷15號2樓,謝寶賢,25000000,1070910
318,42985733,新加坡商傲旎開發股份有限公司,臺北市中山區中山北路二段81號,,10000000,1070910
319,42985749,玄圖實業有限公司,屏東縣九如鄉洽興村昌榮路162巷36號,蔡峰圖,860000,1070910
320,42985754,爾雅投資有限公司,新竹市北區金華里光華東一街5號14樓之2,吳金勳,1000000,1070910
321,42985760,力克壓克力有限公司,新竹市東區忠孝路229號一樓,龍義賢,210000,1070910
322,42985775,欣石上有限公司,基隆市信義區禮東里東明路69號2樓,藍銘成,1000000,1070910
323,42985781,屏東檢驗科技有限公司,屏東縣麟洛鄉麟趾村中山路519-10號,陳崑霖,2000000,1070910
324,42985797,中宜實業有限公司,宜蘭縣宜蘭市神農路一段5號,陳又慈,2000000,1070910
325,42985804,岦昌植物工廠有限公司,屏東縣潮州鎮潮州路1148號二樓,陳金樂,1000000,1070910
326,42985810,木將諒有限公司,宜蘭縣壯圍鄉吉祥村富祥路228巷3弄9號一樓,張崇諒,500000,1070910
327,42985826,全成材料有限公司,新竹市北區天府路二段68號6樓之5,盧明春,50000,1070910
328,42985831,久億室內裝修有限公司,雲林縣斗南鎮西岐里中興路170巷1號1樓,楊佳原,2000000,1070910
329,42985847,雋凱國際設計有限公司,苗栗縣頭份市田寮里自強路二段506號1樓,魏凡凱,6000000,1070910
330,42985852,采潔石材有限公司,彰化縣彰化市南瑤里中山路一段612號2樓,楊東翰,500000,1070910
331,42985868,尚巽營造股份有限公司,澎湖縣馬公市西文里西文澳92-1號1樓,陳俞如,22500000,1070910
332,42985873,達芯企業有限公司,新竹縣新埔鎮寶石里文德路二段302號,胡榕賢,1250000,1070910
333,42985889,綠森活事業有限公司,宜蘭縣員山鄉逸仙村大安路107號,陳靖蓉,1000000,1070911
334,42985902,精麟科技有限公司,新竹縣芎林鄉文山路207號1樓,劉紀麟,1000000,1070910
335,42985918,伸達公關行銷有限公司,新竹市東區博愛街76巷3號,沈耿弘,5000000,1070911
336,42985924,榮典實業有限公司,嘉義縣水上鄉柳林村柳子林1189號1樓,王子安,60000,1070911
337,42985939,健坤生物能源科技有限公司,彰化縣溪湖鎮太平里信義街33號一樓,邱森玉,6000000,1070911
338,42985945,海浪有限公司,新竹縣竹北市博愛街305號1樓,陳虹錩,300000,1070911
339,42985950,鯤島奇美有限公司,南投縣南投市崇文里文昌街116號,吳俊頡,2000000,1070911
340,42985966,嘉能科技有限公司,新竹縣竹北市復興三路二段168號6樓之1,許育嘉,2000000,1070911
341,42985971,丞霖股份有限公司,雲林縣莿桐鄉甘西村9鄰甘西67號1樓,黃冠霖,300000,1070911
342,42985987,邱比準有限公司,宜蘭縣冬山鄉群英村八仙二路93號1樓,鄭玉梅,3600000,1070911
343,42985993,翊晟機械工程有限公司,屏東縣麟洛鄉麟趾村中華路農田巷127號,羅明璋,100000,1070911
344,42986000,聖傑科技有限公司,屏東縣鹽埔鄉新圍村德協路109之8號,王春惠,200000,1070911
345,42986016,仙人掌影業有限公司,基隆市安樂區嘉仁里樂一路86-1號5樓,林一心,1200000,1070911
346,42986022,誠悅國際企業管理顧問有限公司,新竹縣竹北市十興路一段268號三樓之三,彭秋瑛,400000,1070911
347,42986037,達鵬自動化科技有限公司,苗栗縣頭份市頭份里國華街18號1樓,范文達,200000,1070911
348,42986043,超智能顧問有限公司,彰化縣員林市三義里19鄰員鹿路103巷120弄6號一樓,莊雅竹,100000,1070911
349,42986058,泉宜科技有限公司,彰化縣彰化市南瑤里中正路2段670巷67號,吳宏圖,1000000,1070911
350,42986064,金六洗衣有限公司,新竹市東區金山里金山六街27號,鄭詩樺,500000,1070911
351,42986079,五彩投資股份有限公司,新竹縣竹北市鹿場里成功三路20號11樓,蔡旻諺,6000000,1070911
352,42986085,金演股份有限公司,雲林縣古坑鄉朝陽村中山路182巷11號,莊明杰,1000000,1070911
353,42986091,金石乒乓休閒育樂有限公司,嘉義市西區國華里長榮街303號3樓,柯建利,50000000,1070911
354,42986108,韓商真航空股份有限公司,臺北市中山區長安東路一段25號11樓,姜容卓,1000000,1070911
355,42986114,薩摩亞商泰堤斯股份有限公司,臺北市松山區延吉街10巷3號,陳俊成,1000000,1070911
356,42986120,香港商瑪法萊斯有限公司,高雄市三民區鼎泰里51鄰裕誠路86號1樓,黃慧鍾,1000000,1070911
357,42986135,香港商心播網路有限公司,臺北市大安區忠孝東路四段162號9樓之5,劉憶涵,100000,1070911
358,42986141,日商吉比傑創業投資有限公司,臺北市大安區忠孝東路四段162號11樓之5,松橋知朗,0,1070912
359,42986156,永樂整合行銷股份有限公司,新竹市東區軍功里建功一路39號4樓,戴進豪,305000,1070912
360,42986162,漢金有限公司,新竹縣湖口鄉中興村15鄰吉安街160巷11號,藍建東,10000,1070912
361,42986177,挪威商諾迪克半導體股份有限公司,臺北市松山區南京東路五段188號6樓之5,莫沃福,7000000,1070912
362,42986183,和閎科技有限公司,新竹市香山區朝山里大湖路52巷6弄6號1樓,林娟妃,1000000,1070912
363,42986199,浤泰工業有限公司,彰化縣埔心鄉埤霞村大溪路一段129號,阮宏強,1000000,1070912
364,42986206,法柏國際美容有限公司,彰化縣北斗鎮三民街75號1樓,朱淑君,1000000,1070912
365,42986212,博士清有限公司,嘉義市培元里新榮路49巷16號1樓,洪上池,200000,1070912
366,42986228,捷昇商貿有限公司,彰化縣鹿港鎮山崙里山寮巷66-4號,謝宜君,600000,1070912
367,42986233,奇正輝映科技工程有限公司,基隆市七堵區友一里綠葉街67巷7號1樓,李秋霖,200000,1070912
368,42986249,萊陽能源有限公司,屏東縣萬巒鄉萬巒村7鄰民和路44號,林品郁,500000,1070912
369,42986254,詠大資源再生股份有限公司,嘉義縣太保市北新里中山路一段468號一樓,葉佳益,8000000,1070912
370,42986260,銳昱有限公司,彰化縣員林市三多里長泰街1號,李奕穎,500000,1070912
371,42986275,祐進實業有限公司,屏東縣屏東市大武里武士街40號5樓之3,郭春貴,500000,1070912
372,42986281,泓華國際有限公司,彰化縣鹿港鎮東石里19鄰永春街111號3樓,林宜蓮,1000000,1070912
373,42986297,賡奇電影有限公司,新竹縣竹北市興安里縣政二路488號6樓,賴進祥,800000,1070912
374,42986304,鉦偉房屋有限公司,屏東縣林邊鄉林邊村中山路42之10號,林忠元,250000,1070912
375,42986310,鼎信傳能股份有限公司,新竹市東區埔頂里慈雲路118號10樓之3,謝勝傑,9224930,1070912
376,42986326,荷松顧問企業有限公司,雲林縣斗六市保庄里保長路50之186號1樓,林盈慈,500000,1070912
377,42986331,昱立智能有限公司,屏東縣萬丹鄉水泉村泉興路1070巷11號1樓,林立婉,1000000,1070912
378,42986347,瑞克士科技有限公司,宜蘭縣羅東鎮光榮路495號4樓之2,薛霈枎,10000000,1070912
379,42986352,旭永精密有限公司,彰化縣埔心鄉仁里村仁華路101巷55號,黃婷妮,1000000,1070912
380,42986368,悠佳國際有限公司,新竹市東區金華里光華東街36-1號一樓,莊鵬逸,2500000,1070912
381,42986373,德赫門貿易有限公司,雲林縣斗六市公正里平等街45號1樓,楊濬澤,2000000,1070912
382,42986389,景暉建設股份有限公司,彰化縣大城鄉豐美村中正路30號,許振維,20000000,1070912
383,42986395,台灣中潤光電股份有限公司,新竹縣竹北市嘉豐十一路1段100號9樓之5,陳克芝,21528500,1070912
384,42986402,泊泰機械工程有限公司,嘉義縣民雄鄉興南村下洋仔1之19號壹樓,潘嘉鎧,1000000,1070912
385,42986418,鑫全翔有限公司,新竹縣湖口鄉鳳凰村中華路122之12號2樓,李奕德,2000000,1070912
386,42986424,金進文有限公司,新竹縣竹北市聯興里15鄰聯興二街88號,賴榮奕,100000,1070912
387,42986439,米豆奶科技股份有限公司,苗栗縣竹南鎮營盤里建智街2之2號一樓,蕭力彰,4500000,1070912
388,42986450,山海宇有限公司,臺東縣太麻里鄉香蘭村新香蘭2號,張宇梅,6000000,1070912
389,42986466,君錡科技股份有限公司,新竹縣竹東鎮沿河街413號2樓,莊凱傑,6000000,1070912
390,42986471,祐麒科技有限公司,新竹市北區水田里東大路二段83號10樓之6,林子民,500000,1070912
391,42986487,英屬維京群島商安譜人工智能音樂有限公司,臺北市大安區忠孝東路四段177號6樓之3,曾志中,1000000,1070913
392,42986493,長賸國際有限公司,南投縣南投市振興里南鄉路268巷27號1樓,張煥昇,300000,1070913
393,42986509,美商瑞昌國際貿易有限公司,臺北市信義區基隆路二段81-1號12樓,錢保羅,20000,1070913
